200
9.948129999999999473e-01 -4.231999999999999651e-03 0.000000000000000000e+00
9.920149082125594431e-01 -3.459699148604197198e-03 0.000000000000000000e+00
9.861348838752083124e-01 -1.842595300892668677e-03 0.000000000000000000e+00
9.768452566578212926e-01 6.961535655162867132e-04 0.000000000000000000e+00
9.665879282276444995e-01 3.476543057811923559e-03 0.000000000000000000e+00
9.552922312435533359e-01 6.508439119198644422e-03 0.000000000000000000e+00
9.429905431778408120e-01 9.778602095394215918e-03 0.000000000000000000e+00
9.298428597777241844e-01 1.324477776574612201e-02 0.000000000000000000e+00
9.160946940426158980e-01 1.685592701491336193e-02 0.000000000000000000e+00
9.019733694388831768e-01 2.057332628883137143e-02 0.000000000000000000e+00
8.876137087379589730e-01 2.437701785892677081e-02 0.000000000000000000e+00
8.730683259084917047e-01 2.824850158373185677e-02 0.000000000000000000e+00
8.583621844889887109e-01 3.216526322260436499e-02 0.000000000000000000e+00
8.435385915549913349e-01 3.610102128253474957e-02 0.000000000000000000e+00
8.286523798513394379e-01 4.003179351493618005e-02 0.000000000000000000e+00
8.137584810140405800e-01 4.394112043882405366e-02 0.000000000000000000e+00
7.988969576705696740e-01 4.781270665605294456e-02 0.000000000000000000e+00
7.840933589875573873e-01 5.163765295118037668e-02 0.000000000000000000e+00
7.693611858287531247e-01 5.540279232415875471e-02 0.000000000000000000e+00
7.547055376422856510e-01 5.909985168200363598e-02 0.000000000000000000e+00
7.401265393182251406e-01 6.271902350431114714e-02 0.000000000000000000e+00
7.256203210722708130e-01 6.625551020640846334e-02 0.000000000000000000e+00
7.111801278369652701e-01 6.970323268602549027e-02 0.000000000000000000e+00
6.967974065700578423e-01 7.306006895479894014e-02 0.000000000000000000e+00
6.824636439665622278e-01 7.632144541299691609e-02 0.000000000000000000e+00
6.681733840222987553e-01 7.948671074718674512e-02 0.000000000000000000e+00
6.539259545344017210e-01 8.255138401053196961e-02 0.000000000000000000e+00
6.397239299596706452e-01 8.551222233549576890e-02 0.000000000000000000e+00
6.255709021988993257e-01 8.836430172214343459e-02 0.000000000000000000e+00
6.114674187296369468e-01 9.110268644097879731e-02 0.000000000000000000e+00
5.974105460215793917e-01 9.372432750628954812e-02 0.000000000000000000e+00
5.833973779632906087e-01 9.622648023856844590e-02 0.000000000000000000e+00
5.694293481543027946e-01 9.860413764562168948e-02 0.000000000000000000e+00
5.555170017191051191e-01 1.008534486891565496e-01 0.000000000000000000e+00
5.416767615448639939e-01 1.029688822543442794e-01 0.000000000000000000e+00
5.279210893427818130e-01 1.049423680986040081e-01 0.000000000000000000e+00
5.142495686504779950e-01 1.067677626903331400e-01 0.000000000000000000e+00
5.006424427579111436e-01 1.084438276397590162e-01 0.000000000000000000e+00
4.870735861475964379e-01 1.099658453493644744e-01 0.000000000000000000e+00
4.735337128133730866e-01 1.113352982267845764e-01 0.000000000000000000e+00
4.600534995164614616e-01 1.125504573757809129e-01 0.000000000000000000e+00
4.467044455588292662e-01 1.136066208789560383e-01 0.000000000000000000e+00
4.335651905987290555e-01 1.144928662147212672e-01 0.000000000000000000e+00
4.206734459209552912e-01 1.151852386961456642e-01 0.000000000000000000e+00
4.079964818699420848e-01 1.156640752083165635e-01 0.000000000000000000e+00
3.954345411645636688e-01 1.159108536309938625e-01 0.000000000000000000e+00
3.828586615969840623e-01 1.159197506655487708e-01 0.000000000000000000e+00
3.701543169499795782e-01 1.157097104569598800e-01 0.000000000000000000e+00
3.572627965170150910e-01 1.152991720732962216e-01 0.000000000000000000e+00
3.442008356472588404e-01 1.147102234794328823e-01 0.000000000000000000e+00
3.310409559741899210e-01 1.139562040407752774e-01 0.000000000000000000e+00
3.178710259312673148e-01 1.130359767340279598e-01 0.000000000000000000e+00
3.047522700996536105e-01 1.119499614593557485e-01 0.000000000000000000e+00
2.917049189689241429e-01 1.106938076284301742e-01 0.000000000000000000e+00
2.787219607016944711e-01 1.092664984539375717e-01 0.000000000000000000e+00
2.657858408349424439e-01 1.076672443831685477e-01 0.000000000000000000e+00
2.528862378309776338e-01 1.058925030975843423e-01 0.000000000000000000e+00
2.400214834735881209e-01 1.039441963407004704e-01 0.000000000000000000e+00
2.272024320060380409e-01 1.018227698679661647e-01 0.000000000000000000e+00
2.144524844654006612e-01 9.953249291132161558e-02 0.000000000000000000e+00
2.018084404921977049e-01 9.708234778553241628e-02 0.000000000000000000e+00
1.893177080463878670e-01 9.448294939859673558e-02 0.000000000000000000e+00
1.770291867880980086e-01 9.174624721158944340e-02 0.000000000000000000e+00
1.649848889933800133e-01 8.887439384088513528e-02 0.000000000000000000e+00
1.532104899631283046e-01 8.587248712215350688e-02 0.000000000000000000e+00
1.417209222447741446e-01 8.274396229088229471e-02 0.000000000000000000e+00
1.305390695588671823e-01 7.949513136760565091e-02 0.000000000000000000e+00
1.197148632758998632e-01 7.614363318308019213e-02 0.000000000000000000e+00
1.093275768657455127e-01 7.271941054284071504e-02 0.000000000000000000e+00
9.946843519210232798e-02 6.926613896431443873e-02 0.000000000000000000e+00
9.021471326682320435e-02 6.583308080265870554e-02 0.000000000000000000e+00
8.162108824934362350e-02 6.245810418202955849e-02 0.000000000000000000e+00
7.371245755184829829e-02 5.916843413357753684e-02 0.000000000000000000e+00
6.648173944417556935e-02 5.598766712759298964e-02 0.000000000000000000e+00
5.989766505803745950e-02 5.292707311758502314e-02 0.000000000000000000e+00
5.391248858201592997e-02 4.998621214381286648e-02 0.000000000000000000e+00
4.846744792512278771e-02 4.716343592207380975e-02 0.000000000000000000e+00
4.350456291196554831e-02 4.445239616494071899e-02 0.000000000000000000e+00
3.897249548161538235e-02 4.184786915343861186e-02 0.000000000000000000e+00
3.483391807899488546e-02 3.934197361455651215e-02 0.000000000000000000e+00
3.105634287155183831e-02 3.693360200667349102e-02 0.000000000000000000e+00
2.761049059083152402e-02 3.462151959500679721e-02 0.000000000000000000e+00
2.446690039981584686e-02 3.240476356796062607e-02 0.000000000000000000e+00
2.159679801535281662e-02 3.028004794134031910e-02 0.000000000000000000e+00
1.897340431793562154e-02 2.824423986724716035e-02 0.000000000000000000e+00
1.657623670713014377e-02 2.628572825462842377e-02 0.000000000000000000e+00
1.438954790705972327e-02 2.439047477883135584e-02 0.000000000000000000e+00
1.239708771346977739e-02 2.254597093706023347e-02 0.000000000000000000e+00
1.058029362144308726e-02 2.074461123053050748e-02 0.000000000000000000e+00
8.925652337469738851e-03 1.897695101399460293e-02 0.000000000000000000e+00
7.418911104196226555e-03 1.723874634399484573e-02 0.000000000000000000e+00
6.049874357322516417e-03 1.552823205471858849e-02 0.000000000000000000e+00
4.809450630930998255e-03 1.384587295842645144e-02 0.000000000000000000e+00
3.692540283514891917e-03 1.218987184857294251e-02 0.000000000000000000e+00
2.709648056291908465e-03 1.054143019711607093e-02 0.000000000000000000e+00
1.885568945678983048e-03 8.875961995408772690e-03 0.000000000000000000e+00
1.224979256214673131e-03 7.188326754926822534e-03 0.000000000000000000e+00
7.143956849391111183e-04 5.486115969132337490e-03 0.000000000000000000e+00
3.445597131012528846e-04 3.777524041619450927e-03 0.000000000000000000e+00
1.091239288635299342e-04 2.069343102282723054e-03 0.000000000000000000e+00
5.190698539789530435e-06 3.675005246495796282e-04 0.000000000000000000e+00
3.273666286490380139e-05 -1.323287785826171743e-03 0.000000000000000000e+00
1.938858843106882658e-04 -2.998169901531378811e-03 0.000000000000000000e+00
4.929555969455794466e-04 -4.653235799803629065e-03 0.000000000000000000e+00
9.383476569130359780e-04 -6.284419944246961293e-03 0.000000000000000000e+00
1.534494124005224671e-03 -7.890821147667781768e-03 0.000000000000000000e+00
2.280834708846273158e-03 -9.474716706227735361e-03 0.000000000000000000e+00
3.177078533581996142e-03 -1.104042887271679263e-02 0.000000000000000000e+00
4.224131671528040533e-03 -1.259042675884869227e-02 0.000000000000000000e+00
5.424390186857586116e-03 -1.412457800330910000e-02 0.000000000000000000e+00
6.778042048945145427e-03 -1.564064541873943712e-02 0.000000000000000000e+00
8.282717974198798225e-03 -1.713074735046229286e-02 0.000000000000000000e+00
9.933495509648464575e-03 -1.858794354668163312e-02 0.000000000000000000e+00
